norad_id,name,mean_motion_nominal,eccentricity,inclination_deg,bstar,mean_motion_dot,altitude_km_approx,period_minutes
53204,STARLINK-4410,15.27582751,0.00020206,97.601,0.00099349542,0.0002679,490.2,94.27
53323,COSMOS 2558,15.73809208,7.27e-05,97.2255,0.0006454,0.00091569,355.2,91.5
53346,TECMS,15.21361624,0.00027635,97.3142,0.00014352006,3.148e-05,508.9,94.65
53452,DONGPO 02,15.73327132,0.00015533,97.5504,0.00069510868,0.00096691,356.5,91.53
53453,DONGPO 01,15.71290253,0.00014287,97.5573,0.00064478534,0.00082159,362.3,91.64
53468,STARLINK-4400,15.05661271,0.00015411,97.3764,0.00016998173,2.397e-05,556.6,95.64
53676,STARLINK-4621,15.05661823,0.00027712,97.3781,-8.0374442e-05,-1.218e-05,556.6,95.64
53754,SHERPA-LTC2,14.69632213,0.03945712,53.2356,0.00033405869,6.573e-05,669.4,97.98
53757,CENTISPACE-1 S3,14.6124411,0.00089506,53.5331,0.00011659523,3.9e-06,696.3,98.55
53758,CENTISPACE-1 S4,14.6192288,0.00081985,53.5306,0.00014707183,5.52e-06,694.1,98.5
53807,BLUEWALKER-3,15.38180975,0.00068615,53.2293,0.00016814126,6.029e-05,458.6,93.62
53877,YUNHAI-1 03,14.32713563,0.00059666,98.5532,0.00011971075,2.82e-06,789.8,100.51
54020,CENTISPACE-1 S5,14.63004864,0.00143879,54.9984,0.00015482657,6.1e-06,690.6,98.43
54021,CENTISPACE-1 S6,14.62283968,0.00162389,54.9988,0.00012313732,4.37e-06,692.9,98.48
54023,OTB-3-GAZELLE,14.42672047,0.00125286,98.3942,5.3079768e-05,1.33e-06,756.8,99.81
54029,ASO-S,14.52058555,0.00156545,98.2747,5.9619e-05,1.97e-06,726.1,99.17
54035,HJ-2E,15.22215798,0.00213786,97.3798,0.00030704142,7.03e-05,506.3,94.6
54109,COSMOS 2561,15.51532978,0.0011396,96.9186,0.00021633,0.00012746,419.4,92.81
54150,GONETS-M 23,12.42890521,0.00206856,82.5072,0.00021136847,3.9e-07,1501.5,115.86
54151,GONETS-M 24,12.42891153,0.00158352,82.4983,0.00024947833,4.4e-07,1501.5,115.86
54152,GONETS-M 25,12.42889796,0.00197591,82.5054,0.00017024715,3.3e-07,1501.5,115.86
54153,SKIF-D,5.00429725,0.00073846,89.9519,0.0,1.3e-07,8067.0,287.75
54227,MATS,15.05318049,0.00113464,97.6827,0.00020761993,2.912e-05,557.7,95.66
54254,JILIN-1 GAOFEN 03D54,15.94416466,0.00041205,97.6102,0.00073002064,0.00272081,297.1,90.32
54361,EOS-6 (OCEANSAT-3),14.46996505,0.00015435,98.3539,7.3592903e-05,2.24e-06,742.6,99.52
54685,DONGPO 09,15.36187026,0.00033896,97.6894,0.00030082323,0.00010526,464.5,93.74
54686,DONGPO 08,15.33512823,0.00081651,97.6857,0.00030612809,9.845e-05,472.5,93.9
54687,2022-167F,15.89700177,0.00010465,97.6112,0.00073203074,0.00213712,310.3,90.58
54689,DONGPO 10,15.34318115,0.00061129,97.6939,0.00030747473,0.0001014,470.1,93.85
54695,JILIN-1 GAOFEN 03D48,15.35078556,0.0007412,97.6873,0.00031527549,0.00010658,467.8,93.81
55009,STAR VIBE,15.42434402,0.00070037,97.3177,0.00030667211,0.00013193,446.1,93.36
55011,BRO-8,15.48651696,0.00068841,97.322,0.0005442969,0.00029095,427.8,92.98
55012,CONNECTA T1.2,15.5017844,0.00068177,97.3278,0.00068265426,0.00038568,423.3,92.89
55015,BIRKELAND,15.39957765,0.00082422,97.335,0.00020847413,8.231e-05,453.4,93.51
55051,ION SCV-008,15.28493698,0.00156549,97.5703,0.00021257471,5.836e-05,487.5,94.21
55060,ION SCV-007,14.77547531,0.00123386,97.9008,5.7063694e-05,3.57e-06,644.2,97.46
55093,HUYGENS,15.39964098,0.00111948,97.3255,0.0002164451,8.559e-05,453.4,93.51
55104,SHARJAHSAT-1,15.48808382,0.00071798,97.3177,0.000329462,0.00017647,427.3,92.97
55690,HORUS 1,15.23533658,0.00022083,97.3466,0.00020425738,4.81e-05,502.3,94.52
55844,HORUS 2,15.23356373,0.00021794,97.3536,0.00022464056,5.269e-05,502.9,94.53
55982,GLOBAL-19,15.37873125,0.00098824,42.0014,0.00031477248,0.00011753,459.5,93.64
56185,BRO-9,15.97039346,0.00065776,97.2949,0.0010888484,0.00467986,289.8,90.17
56192,ION SCV-010,15.26140379,0.00115371,97.3795,0.00015955515,4.053e-05,494.5,94.36
56310,TELEOS-2,14.96399866,9.836e-05,9.9881,-1.668089e-06,6.69e-06,585.2,96.23
56744,SNIPE 4,15.42085378,0.00050314,97.5264,0.00041836769,0.0001782,447.1,93.38
56745,SNIPE 2,15.46527112,0.00049137,97.5256,0.00044179739,0.00021891,434.0,93.11
56749,2023-072G,15.50198681,0.00036043,97.492,0.00049725203,0.0002803,423.3,92.89
56934,GEISAT PRECURSOR,15.34562208,0.00055748,97.621,0.00020144831,6.663e-05,469.4,93.84
56950,BLACKJACK ACES-3,15.18406222,0.0003069,97.6198,0.0002551695,5.18e-05,517.8,94.84
56955,BLACKJACK ACES-2,15.18527212,0.0001517,97.6195,0.00032055592,6.548e-05,517.4,94.83
56956,BLACKJACK ACES-1,15.1852141,0.00012788,97.6187,0.00030315691,6.188e-05,517.4,94.83
56957,ION SCV-011,15.28781375,0.00083361,98.1382,0.00017446147,4.796e-05,486.6,94.19
56958,GHOST-3,15.47662314,0.00056867,97.6202,0.00031863453,0.00016382,430.7,93.04
56962,TOMORROW-R2,16.02124152,0.0007439,97.6021,0.00071086,0.00407347,275.7,89.88
56964,AFR-1,15.28499881,0.00105499,97.626,0.00014830021,4.039e-05,487.4,94.21
57166,METEOR-M2 3,14.24046212,0.00039864,98.6091,1.2270135e-05,-1.5e-07,818.8,101.12
57172,UMKA 1 (RS40S),15.20740716,0.0013946,97.5057,0.00026928508,5.871e-05,510.7,94.69
57173,2023-091H,15.28490438,0.00111356,97.5055,0.00037430286,0.00010324,487.5,94.21
57174,2023-091J,15.13879691,0.00137551,97.5061,0.00017499057,3.107e-05,531.5,95.12
57175,CUBEBEL 2 (EU11S),15.28989731,0.001114,97.5058,0.00039672949,0.00011117,486.0,94.18
57176,SITRO-AIS 5 (KATYS),15.29300933,0.00127477,97.5066,0.00039083199,0.00011062,485.0,94.16
57177,ZORKIY-2M 1,15.20816602,0.00145574,97.5097,0.000293049,6.412e-05,510.5,94.69
57178,CUBESX-HSE 3 (RS42S),15.31046056,0.00121538,97.5098,0.00039216692,0.00011715,479.8,94.05
57180,MONITOR-3 (RS58S),15.27706933,0.00130698,97.509,0.00036409173,9.809e-05,489.8,94.26
57182,MONITOR-4 (RS57S),15.27799469,0.00130681,97.5084,0.0003193075,8.616e-05,489.5,94.25
57184,MONITOR-2 (RS39S),15.18847932,0.00124957,97.5079,0.00021225025,4.361e-05,516.5,94.81
57187,SVYATOBOR 1 (RS60S),15.265016,0.00109087,97.5095,0.00029577486,7.66e-05,493.4,94.33
57188,HORS 1,15.26605514,0.0010364,97.5073,0.00029782392,7.736e-05,493.1,94.33
57189,VIZARD-METEO (RS38S),15.35812743,0.00085982,97.5097,0.00043108115,0.00014966,465.6,93.76
57192,SITRO-AIS 6 (CHIRKIN),15.25806993,0.00130392,97.5075,0.00033569304,8.53e-05,495.5,94.38
57193,SITRO-AIS 8 (ANOKHIN),15.31953973,0.00118518,97.5062,0.00043267516,0.00013306,477.1,94.0
57194,SITRO-AIS 7 (FARTUSHNIY),15.25496778,0.00128564,97.5072,0.0003294604,8.291e-05,496.4,94.4
57195,AVION KALUGA 650,15.20281146,0.00116933,97.5095,0.00025388644,5.453e-05,512.1,94.72
57196,HORS 2,15.31721532,0.00095168,97.5094,0.00037532122,0.00011437,477.8,94.01
57197,A-SEANSAT-PG1,15.36728848,0.00085425,97.5085,0.00045628321,0.00016322,462.9,93.71
57199,SITRO-AIS 10 (BURDAEV),15.38358562,0.00078548,97.5086,0.00048117105,0.00018151,458.1,93.61
57201,SITRO-AIS 9 (SHCHUKIN),15.37876768,0.0008114,97.5083,0.00047297527,0.00017563,459.5,93.64
57203,UTMN 2 (RS27S),15.3188806,0.00094675,97.5093,0.00039089895,0.00011977,477.3,94.0
57204,SITRO-AIS 12 (SMIRENNIY),15.38165096,0.00076861,97.5097,0.00045404919,0.00017012,458.7,93.62
57208,SITRO-AIS 11 (SHEFFER),15.38587074,0.00075792,97.5095,0.00047291152,0.00017969,457.4,93.59
57213,H2SAT (HEINRICH HERTZ),1.00272286,0.00015846,0.056,0.0,2e-07,35793.6,1436.09
57217,KUZGTU 1 (RS47S),15.2970646,0.00123699,97.507,0.00037715658,0.00010805,483.8,94.14
57422,QIANKUN-1,16.07652254,0.00276189,96.1559,2.0583994e-05,0.00016846,260.4,89.57
57490,FENGYUN 3F,14.19937936,0.00015906,98.6841,2.6207083e-05,1.2e-07,832.7,101.41
57492,METEOR 2-1 DEB,14.29430842,0.00112045,81.2796,0.001931023,4.941e-05,800.8,100.74
57519,HJ-2F,15.22226446,0.00103774,97.3845,0.00029928477,6.82e-05,506.3,94.6
57800,XRISM,15.12404798,0.0007944,31.0029,0.00025478,4.635e-05,536.0,95.21
59051,METEOR-M2 4,14.22428895,0.00068968,98.7008,2.0439367e-05,2e-08,824.3,101.24
60237,GRBBETA,15.06595991,0.00415462,61.9898,0.00022461953,3.187e-05,553.7,95.58
60468,TRANSPORTER-11 OBJECT A,15.32797834,0.00022009,97.373,0.00025231582,7.915e-05,474.6,93.95
60469,WARATAH SEED-1,15.35770996,8.965e-05,97.369,0.00034929476,0.00012079,465.8,93.76
60470,PHISAT 2,15.30948449,3.79e-05,97.3755,0.00021943,6.485e-05,480.1,94.06
60471,LEMUR-2-TOMATOKECHUP,15.35884698,7.423e-05,97.3797,0.00027691409,9.591e-05,465.4,93.76
60472,CONNECTA IOT-1,15.23488943,8.591e-05,97.3759,0.00015237377,3.565e-05,502.5,94.52
60473,LOPEN,15.39494105,1.773e-05,97.3777,0.00034996541,0.00013658,454.7,93.54
60474,ROCK,15.39491484,4.788e-05,97.3773,0.00036169281,0.00014118,454.7,93.54
60475,CONNECTA IOT-3,15.23501028,0.00013854,97.3734,0.00016417685,3.848e-05,502.4,94.52
60476,QUBE,15.46882316,0.0001331,97.3773,0.00043466,0.00021794,433.0,93.09
60478,WREN-1,15.4129347,0.00029518,97.3767,0.00044233181,0.00018354,449.4,93.43
60479,TOMORROW-S1,15.32624882,0.00010378,97.375,0.00021582667,6.721e-05,475.1,93.96
60480,FLOCK 4BE-18,15.41635789,0.00023891,97.3729,0.00039459106,0.00016547,448.4,93.41
60481,FLOCK 4BE-7,15.40043307,0.00015691,97.3757,0.00049965911,0.00019907,453.1,93.5
60484,FLOCK 4BE-26,15.6661116,0.00048876,97.3655,0.0011637016,0.00123195,375.7,91.92
60485,TOMORROW-S2,15.32641135,0.00013708,97.3815,0.00022648776,7.061e-05,475.1,93.96
60486,FLOCK 4BE-36,15.42516861,0.00021357,97.3745,0.0003305191,0.00014255,445.8,93.35
60487,FLOCK 4BE-25,15.38659096,8.059e-05,97.3798,0.00034336337,0.00013036,457.2,93.59
60488,FLOCK 4BE-31,15.43823863,0.00010701,97.3798,0.00042066372,0.00018993,442.0,93.27
60489,FLOCK 4BE-20,15.37886346,0.00022151,97.3697,0.00031895857,0.00011802,459.5,93.64
60490,FLOCK 4BE-23,15.3750738,0.00019244,97.3779,0.00030403496,0.00011107,460.6,93.66
60491,FLOCK 4BE-15,15.58574418,0.00023032,97.3687,0.0010832586,0.00083529,398.9,92.39
60492,FLOCK 4BE-17,15.39587622,0.00016155,97.3773,0.00035086417,0.00013735,454.5,93.53
60493,NUSAT-50 (NANCY ROMAN),15.2973914,0.00028422,97.3787,0.00029538679,8.436e-05,483.7,94.13
60494,FLOCK 4BE-22,15.40962911,0.00021308,97.3734,0.00034130858,0.0001398,450.4,93.45
60495,FLOCK 4BE-34,15.4096595,0.00020611,97.3781,0.00036505938,0.00014962,450.4,93.45
60496,TYCHE,15.25932943,7.382e-05,97.3755,0.00015514462,3.908e-05,495.1,94.37
60497,FLOCK 4BE-32,15.41934996,0.00021536,97.372,0.00039309713,0.00016649,447.5,93.39
60498,NUSAT-48 (HENRIETTA LEAVITT),15.30003791,0.00025404,97.3914,0.00029391513,8.462e-05,482.9,94.12
60499,FLOCK 4BE-30,15.54863623,0.00033165,97.3779,0.001639696,0.00110651,409.7,92.61
60500,NUSAT-49 (KLARA DAN VON NEUMANN),15.29834946,0.00015527,97.3781,0.00026338658,7.535e-05,483.4,94.13
60501,FLOCK 4BE-11,15.42762344,0.00023119,97.3701,0.00035764438,0.00015562,445.1,93.34
60504,YAM-7,15.31726634,0.00024326,97.3783,0.0002175611,6.587e-05,477.8,94.01
60505,FLOCK 4BE-24,15.42816293,0.0002552,97.3712,0.00043183,0.00018851,444.9,93.34
60506,LUR-1,15.30015041,0.0003365,97.3738,0.00021893,6.285e-05,482.9,94.12
60507,TANAGER-1,15.44922363,0.00032272,97.2727,5.8018698e-05,2.64e-05,438.7,93.21
60508,EAGLEEYE,15.69668366,0.00034342,97.3717,0.00077403148,0.00092367,367.0,91.74
60509,FLOCK 4BE-29,15.43926186,0.00015848,97.3808,0.00035403895,0.0001602,441.7,93.27
60510,TRANSPORTER-11 OBJECT AU,15.40036064,0.00024669,97.373,0.00032680291,0.00012977,453.1,93.5
60511,FLOCK 4BE-2,15.51990332,0.00026467,97.3833,0.00085314369,0.0005147,418.1,92.78
60512,FLOCK 4BE-13,15.41710093,0.00027963,97.3719,0.00031878693,0.0001338,448.2,93.4
60513,FLOCK 4BE-27,15.34331959,0.00030083,97.3826,0.00025129837,8.275e-05,470.0,93.85
60514,FLOCK 4BE-9,15.40596672,0.00016381,97.3792,0.00035886122,0.00014527,451.5,93.47
60516,FLOCK 4BE-6,15.39398143,0.00022625,97.3787,0.00034881467,0.0001357,455.0,93.54
60517,FLOCK 4BE-14,15.40784762,0.00031718,97.3697,0.00034995241,0.00014254,450.9,93.46
60518,FLOCK 4BE-1,15.42384225,0.00028635,97.3778,0.00036217406,0.00015563,446.2,93.36
60519,FLOCK 4BE-28,15.4467079,0.00029678,97.3747,0.00038089346,0.00017688,439.5,93.22
60520,IPERDRONE.0,15.65695648,0.00029907,97.3775,0.00066633425,0.00067481,378.4,91.97
60521,TRANSPORTER-11 OBJECT BF,15.8167563,0.00051998,97.3758,0.0010298882,0.00210205,332.8,91.04
60522,CONNECTA IOT-2,15.23919024,0.00061833,97.3838,0.00017344459,4.121e-05,501.2,94.49
60523,PTD-R (TYVAK-0127),16.14437527,0.00107216,97.3869,0.0011751524,0.01440089,241.8,89.2
60524,CONNECTA IOT-4,15.41891525,0.00040699,97.3798,0.00038318885,0.00016206,447.7,93.39
60525,ORESAT0.5,15.44828795,0.00040545,97.3722,0.00037891933,0.00017693,439.0,93.21
60526,DEIMOS,15.4397754,0.00040871,97.378,0.00038545357,0.00017487,441.5,93.27
60527,CUAVA-2,15.3596275,0.00054859,97.3725,0.00030972285,0.0001077,465.2,93.75
60528,ERNST,15.39030193,0.00047884,97.3808,0.00033707818,0.00012956,456.1,93.57
60530,TORO,14.96398297,0.00017246,97.6784,0.00020208169,2.233e-05,585.2,96.23
60531,HYPSO-2,14.9876146,0.00012614,97.6821,0.00014553862,1.694e-05,577.9,96.08
60532,LEMU NGE,14.94927535,0.00025406,97.6843,0.00024300703,2.596e-05,589.7,96.33
60533,LEMUR-2-STELLA,15.11661191,0.00017292,97.6731,0.00059621632,0.00010082,538.3,95.26
60534,SATELIOT_2,14.96334387,0.00018244,97.6822,0.0001577741,1.728e-05,585.4,96.24
60535,NIGHTJAR,14.98989128,0.0002061,97.6862,0.00016656315,1.959e-05,577.2,96.06
60536,LEMUR-2-MARHISYAM,15.11118694,0.00031016,97.6879,0.00064712786,0.00010787,539.9,95.29
60537,SATELIOT_4,14.96643675,0.00034408,97.6738,0.00019021648,2.112e-05,584.4,96.22
60538,PICO-02A021,15.03169138,0.00054248,97.6731,0.00036415045,4.863e-05,564.3,95.8
60539,ICEYE-X43,14.99567631,0.00079107,97.677,0.00027984634,3.384e-05,575.4,96.03
60540,HAWK-10A,14.96489363,0.0004925,97.6891,0.00014987469,1.645e-05,584.9,96.23
60541,UMBRA-09,15.17842409,1.71e-05,97.6967,0.00077121389,0.00015561,519.5,94.87
60542,QPS-SAR-8 (AMATERU-IV),15.04072286,0.00050318,97.6669,0.00034282824,4.686e-05,561.5,95.74
60543,ARCTIC WEATHER SATELLITE,14.89795342,0.00034355,97.6802,7.4139227e-05,6.58e-06,605.7,96.66
60544,CAPELLA-15 (ACADIA-5),14.92406163,0.00056216,97.6771,0.00039607309,4.002e-05,597.6,96.49
60545,HAWK-10B,14.96491065,0.00068312,97.6811,0.00015611745,1.716e-05,584.9,96.23
60546,ICEYE-X39,14.99855171,0.00045932,97.6762,0.00023565637,2.861e-05,574.5,96.01
60547,UMBRA-10,15.17831081,9.897e-05,97.697,0.00073073244,0.00014734,519.5,94.87
60548,ICEYE-X33,15.00898546,0.000149,97.7254,0.00034404,4.32e-05,571.3,95.94
60549,ICEYE-X40,14.97909449,0.0006412,97.6804,0.00012385186,1.401e-05,580.5,96.13
60550,SATELIOT_1,14.9803531,0.00080386,97.6738,0.00017260903,1.983e-05,580.1,96.13
60551,BRO-14,14.96162492,0.00082,97.6877,8.5513e-05,9.06e-06,585.9,96.25
60552,SATELIOT_3,14.98030866,0.0006185,97.6825,0.00010576892,1.192e-05,580.1,96.13
60553,BRO-15,14.96131301,0.00096355,97.6801,0.00011657559,1.256e-05,586.0,96.25
60554,UM5-RIBAT,15.01038128,0.00037836,97.6641,0.00020822057,2.601e-05,570.8,95.93
60555,UM5-EOSAT,15.01474511,0.0008609,97.6684,0.00029627,3.772e-05,569.5,95.91
62391,LASARSAT,15.45910909,0.0008391,44.975,0.00071316,0.00035312,435.8,93.15
62394,CROCUBE,15.4779578,0.00082402,44.9722,0.0006699756,0.00035404,430.3,93.04
63213,TEVEL2-4,15.34347478,0.00045286,97.3918,0.00051593665,0.00017103,470.0,93.85
63214,TEVEL2-5,15.34197759,0.00045073,97.3913,0.00053328732,0.00017598,470.4,93.86
63215,TEVEL2-6,15.3417218,0.00045027,97.392,0.00048042043,0.00015829,470.5,93.86
63217,TEVEL2-1,15.33643468,0.00043523,97.3892,0.00052380106,0.00016982,472.1,93.89
63218,TEVEL2-3,15.33693057,0.00045943,97.388,0.00045004687,0.00014599,471.9,93.89
63219,TEVEL2-2,15.33646958,0.00043374,97.389,0.00054174536,0.0001757,472.1,93.89
63237,TEVEL2-9,15.316955,0.0007199,97.3953,0.00045314206,0.00013811,477.9,94.01
63238,TEVEL2-7,15.31404254,0.00072933,97.3954,0.00046405865,0.00014018,478.8,94.03
63239,TEVEL2-8,15.31361975,0.00071697,97.3952,0.000467774,0.00014112,478.9,94.03
66778,FORESAIL-1 PRIME,15.1863812,0.0003804,97.4201,0.00022914,4.678e-05,517.1,94.82
32790,CANX-2,15.05562263,0.00118288,97.8622,0.00021876972,3.09e-05,556.9,95.65
38767,AEROCUBE 4.5A,15.90634459,0.0019678,64.6258,0.0011263,0.00355417,307.6,90.53
39269,POPACS 2,14.91044989,0.0417121,80.9903,0.00020956,0.00012321,601.8,96.58
39270,POPACS 3,14.55994863,0.05527452,81.0014,0.00023925327,0.00010174,713.3,98.9
39423,WNISAT-1,14.58051388,0.0161723,97.7194,0.00012694314,6.47e-06,706.6,98.76
40037,PERSEUS-M2,14.95491359,0.00113119,97.9963,6.6539638e-05,6.76e-06,588.0,96.29
40045,AEROCUBE 6A,14.98032072,0.0039319,97.7224,0.00046997,5.583e-05,580.1,96.13
40046,AEROCUBE 6B,14.99486502,0.00389335,97.7232,0.000474951,5.861e-05,575.6,96.03
40965,AEROCUBE 5C,14.91422735,0.01304973,64.7678,0.00019882109,2.165e-05,600.6,96.55
40966,AEROCUBE 7,14.95683855,0.01202127,64.7626,0.0002442829,2.969e-05,587.4,96.28
40970,SNAP-3 ALICE,15.58530744,0.00300699,64.7494,0.0013901537,0.00110496,399.0,92.39
40971,LMRST-SAT,14.90559956,0.01317335,64.7764,0.00019793771,2.11e-05,603.3,96.61
40972,SNAP-3 EDDIE,15.59680207,0.00299196,64.7416,0.001399437,0.00116287,395.7,92.33
40973,PROPCUBE 3,14.94220686,0.01237331,64.769,0.00022000923,2.569e-05,591.9,96.37
40974,BISONSAT,15.16046287,0.00785013,64.759,0.0004641835,9.502e-05,524.9,94.98
40975,SNAP-3 JIMI,15.02241824,0.01058594,64.7651,0.00028205478,4.023e-05,567.1,95.86
40976,PROPCUBE 1 (FLORA),14.89191097,0.01304586,64.7753,0.0002180249,2.248e-05,607.6,96.7
40977,SINOD-D 3,14.93974085,0.01189396,64.7731,0.00026175381,3.036e-05,592.7,96.39
41849,RAVAN,15.54044642,0.00053699,97.9903,0.00070286654,0.00045623,412.1,92.66
41850,CELTEE 1,15.19618211,6.61e-05,98.0687,0.00022482611,4.711e-05,514.1,94.76
41851,OPTICUBE 04,15.09632915,0.00166213,98.0713,0.00012554024,1.953e-05,544.5,95.39
41852,AEROCUBE 8D,15.24304732,0.00043029,98.0698,0.00027926689,6.746e-05,500.0,94.47
41853,AEROCUBE 8C,15.24552283,0.00068033,98.0571,0.000270169,6.575e-05,499.3,94.45
43767,CORVUS BC4,15.12442705,0.00090026,97.4074,0.00020463247,3.496e-05,535.9,95.21
59066,SITRO-AIS 25,14.93479863,0.01442855,95.3914,0.00023353122,2.98e-05,594.2,96.42
59067,SITRO-AIS 26,14.93276772,0.01446408,95.3914,0.0002278281,2.893e-05,594.9,96.43
59068,SITRO-AIS 27,14.93693188,0.01436818,95.3914,0.0002138636,2.737e-05,593.6,96.41
59071,SITRO-AIS 28,14.93728456,0.01435819,95.3918,0.00018489336,2.363e-05,593.5,96.4
60240,OOV-CUBE (TUBSAT-30),15.02746418,0.00454437,61.995,0.00016003491,1.981e-05,565.6,95.82
60243,ROBUSTA-3A (MEDITERRANEE),15.11597596,0.00420788,61.9859,0.00035004805,5.875e-05,538.5,95.26
67683,KNACKSAT-2,15.59374405,0.00099749,51.6305,0.00052711994,0.00042223,396.6,92.34
57191,POLYTECH-UNIVERSE 3 (RS46S),15.19049755,0.00164581,97.5054,0.000217303,4.499e-05,515.8,94.8
59112,SONATE-2,15.58207311,0.00067204,97.5521,0.00052299602,0.00039539,400.0,92.41
60209,MESAT1,15.62487131,0.00089241,97.2316,0.00052924694,0.00047193,387.6,92.16
61746,COLIBRI-S (RS67S),15.47450701,0.0006417,97.3009,0.00037589381,0.00019217,431.3,93.06
61753,HORS 3 (RS81S),15.54515538,0.00040245,97.2992,0.00048454341,0.00031905,410.7,92.63
61754,HORS 4 (RS82S),15.59072972,0.00030897,97.2941,0.00061298655,0.00047909,397.5,92.36
61762,ARCTICSAT 1 (RS74S),16.13658022,0.0010294,97.2858,0.0010262923,0.01204176,244.0,89.24
61764,SIT-2086,15.52632623,0.00043848,97.2949,0.00054883556,0.0003378,416.2,92.75
61772,HYPERVIEW 1G (RS66S),15.74115316,0.00022637,97.2897,0.00048810265,0.00069962,354.3,91.48
61779,ALTAIR (RS65S),15.36900415,0.00117511,97.3046,0.00028944527,0.00010387,462.4,93.7
61781,ASRTU-1 (AO-123),15.35580188,0.00129676,97.3016,0.00020267802,6.947e-05,466.3,93.78
61784,SAMSAT-IONOSPHERE (RS75S),15.57052607,0.00061528,97.2963,0.00055759018,0.00040383,403.3,92.48
61785,RTU MIREA 1 (RS51S),15.60372024,0.00055437,97.2952,0.00058718346,0.00048229,393.7,92.29
64878,INNOSAT 16 (RS92S7),15.25386694,0.0009751,97.4555,0.00020336258,5.066e-05,496.8,94.4
64879,GEOSCAN 6 (RS92S6),15.30027624,0.00074538,97.4547,0.00032058699,9.25e-05,482.9,94.12
64880,GEOSCAN 1 (RS92S1),15.30612449,0.00074046,97.4544,0.00033682981,9.901e-05,481.1,94.08
64881,239ALFEROV (RS61S),15.32764171,0.00071101,97.4545,0.00040414845,0.00012725,474.7,93.95
64890,GEOSCAN 2 (RS92S2),15.30884188,0.00072521,97.4543,0.00033078761,9.804e-05,480.3,94.06
64891,GEOSCAN 5 (RS92S5),15.33082313,0.00057794,97.4537,0.00040053704,0.00012734,473.8,93.93
64892,GEOSCAN 4 (RS92S4),15.33232343,0.00058475,97.4541,0.00041131106,0.00013142,473.3,93.92
64893,GEOSCAN 3 (RS92S3),15.35175774,0.0005744,97.453,0.00049160054,0.00016729,467.5,93.8
64894,INNOSAT 3 (RS92S0),15.43362968,0.0005341,97.448,0.00073225799,0.00032687,443.3,93.3
